"workerid","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","reactionTime","outcomeEstimate1","outcomeEstimate2","outcomeEstimate3"
24,47,55,70,85,0.28,0.51,0.21,70,0.51,19937,7,4,2
48,11,20,45,70,0.41,0.35,0.24,45,0.35,34805,4,6,8
71,20,25,45,80,0.26,0.32,0.42,45,0.32,18026,8,6,2
28,24,20,60,90,0.33,0.2,0.47,90,0.47,22118,2,4,7
99,1,0,30,60,0.38,0.36,0.26,0,0.38,12881,9,1,1
44,29,40,65,100,0.38,0.34,0.28,65,0.34,64206,6,7,4
104,8,15,70,80,0.49,0.27,0.24,70,0.27,21547,3,7,7
34,35,30,50,90,0.41,0.24,0.35,50,0.24,60037,3,6,7
41,16,25,60,100,0.45,0.37,0.18,25,0.45,26200,8,5,1
72,4,10,35,75,0.5,0.31,0.19,10,0.5,7014,9,1,1
87,8,15,70,80,0.49,0.27,0.24,70,0.27,14502,1,7,8
43,8,15,70,80,0.49,0.27,0.24,70,0.27,22194,1,8,8
93,24,20,60,90,0.33,0.2,0.47,90,0.47,26621,3,4,8
53,36,30,50,90,0.39,0.25,0.36,90,0.36,8777,4,7,8
47,46,55,70,85,0.26,0.53,0.21,55,0.26,35663,5,9,1
106,17,25,60,100,0.42,0.38,0.2,60,0.38,30882,9,3,1
67,9,15,70,80,0.45,0.29,0.26,80,0.26,24379,1,6,8
122,34,30,50,90,0.43,0.23,0.34,30,0.43,15424,9,2,1
81,49,50,75,90,0.3,0.52,0.18,50,0.3,17133,4,6,5
22,17,25,60,100,0.42,0.38,0.2,60,0.38,29355,3,6,3
69,46,55,70,85,0.26,0.53,0.21,55,0.26,79198,1,1,7
56,29,40,65,100,0.38,0.34,0.28,65,0.34,21182,2,9,1
35,4,10,35,75,0.5,0.31,0.19,10,0.5,49500,4,7,1
50,46,55,70,85,0.26,0.53,0.21,55,0.26,41585,2,8,7
114,27,15,50,75,0.25,0.38,0.37,75,0.37,10101,1,9,4
2,14,30,50,95,0.33,0.29,0.38,50,0.29,20028,1,6,9
27,2,0,30,60,0.42,0.31,0.27,30,0.31,16915,1,9,7
76,41,0,40,95,0.27,0.4,0.33,40,0.4,105307,6,7,3
23,6,10,35,75,0.5,0.32,0.18,75,0.18,23251,1,1,9
96,15,30,50,95,0.3,0.3,0.4,95,0.4,61187,1,1,9
52,12,20,45,70,0.4,0.34,0.26,70,0.26,24142,1,9,6
95,23,20,60,90,0.34,0.22,0.44,60,0.22,14208,1,9,5
49,50,50,75,90,0.32,0.5,0.18,75,0.5,15487,5,9,1
15,9,15,70,80,0.45,0.29,0.26,80,0.26,21076,1,8,8
20,17,25,60,100,0.42,0.38,0.2,60,0.38,17457,4,9,1
88,2,0,30,60,0.42,0.31,0.27,30,0.31,13546,1,4,8
55,45,10,50,75,0.6,0.24,0.16,75,0.16,28553,2,9,7
58,30,40,65,100,0.37,0.32,0.31,100,0.31,60326,2,8,2
90,29,40,65,100,0.38,0.34,0.28,65,0.34,15632,5,7,2
105,37,20,50,90,0.28,0.19,0.53,20,0.28,22167,9,5,2
7,27,15,50,75,0.25,0.38,0.37,75,0.37,10890,1,5,8
46,33,45,60,90,0.5,0.3,0.2,90,0.2,13991,1,4,8
89,39,20,50,90,0.32,0.18,0.5,90,0.5,19537,1,6,8
63,22,20,60,90,0.32,0.16,0.52,20,0.32,29410,9,7,1
14,31,45,60,90,0.54,0.3,0.16,45,0.54,20717,1,4,1
4,18,25,60,100,0.43,0.35,0.22,100,0.22,21547,1,9,4
92,29,40,65,100,0.38,0.34,0.28,65,0.34,18196,5,8,6
84,23,20,60,90,0.34,0.22,0.44,60,0.22,11480,9,2,1
91,10,20,45,70,0.43,0.39,0.18,20,0.43,64458,7,5,1
119,34,30,50,90,0.43,0.23,0.34,30,0.43,9751,4,7,2
21,40,0,40,95,0.27,0.38,0.35,0,0.27,16779,9,2,1
116,17,25,60,100,0.42,0.38,0.2,60,0.38,27273,7,6,2
101,36,30,50,90,0.39,0.25,0.36,90,0.36,79286,6,4,8
100,34,30,50,90,0.43,0.23,0.34,30,0.43,21389,3,9,6
68,32,45,60,90,0.52,0.29,0.19,60,0.29,24391,1,8,4
73,36,30,50,90,0.39,0.25,0.36,90,0.36,16542,1,1,9
12,13,30,50,95,0.31,0.25,0.44,30,0.31,28407,4,7,1
77,15,30,50,95,0.3,0.3,0.4,95,0.4,29336,1,2,9
97,6,10,35,75,0.5,0.32,0.18,75,0.18,26899,2,6,9
74,48,55,70,85,0.25,0.52,0.23,85,0.23,37390,4,5,7
111,18,25,60,100,0.43,0.35,0.22,100,0.22,16798,1,1,9
102,38,20,50,90,0.3,0.18,0.52,50,0.18,28063,3,9,1
5,28,40,65,100,0.36,0.4,0.24,40,0.36,24720,3,6,2
113,23,20,60,90,0.34,0.22,0.44,60,0.22,30411,5,8,2
94,30,40,65,100,0.37,0.32,0.31,100,0.31,22906,3,7,1
42,15,30,50,95,0.3,0.3,0.4,95,0.4,22301,8,8,1
62,12,20,45,70,0.4,0.34,0.26,70,0.26,26361,3,9,5
18,30,40,65,100,0.37,0.32,0.31,100,0.31,24959,2,9,7
117,31,45,60,90,0.54,0.3,0.16,45,0.54,25249,8,6,1
79,41,0,40,95,0.27,0.4,0.33,40,0.4,14429,2,8,1
83,20,25,45,80,0.26,0.32,0.42,45,0.32,28431,2,9,1
30,36,30,50,90,0.39,0.25,0.36,90,0.36,11189,3,8,6
32,21,25,45,80,0.3,0.3,0.4,80,0.4,29243,2,2,7
31,48,55,70,85,0.25,0.52,0.23,85,0.23,12571,1,5,9
121,11,20,45,70,0.41,0.35,0.24,45,0.35,19467,1,9,1
70,25,15,50,75,0.21,0.36,0.43,15,0.21,24293,8,2,2
103,14,30,50,95,0.33,0.29,0.38,50,0.29,23348,7,6,2
110,26,15,50,75,0.24,0.4,0.36,50,0.4,17538,1,5,9
11,24,20,60,90,0.33,0.2,0.47,90,0.47,20585,1,7,3
45,14,30,50,95,0.33,0.29,0.38,50,0.29,33627,8,3,1
54,32,45,60,90,0.52,0.29,0.19,60,0.29,19162,3,7,3
86,47,55,70,85,0.28,0.51,0.21,70,0.51,19723,7,6,4
26,13,30,50,95,0.31,0.25,0.44,30,0.31,7435,6,5,9
118,13,30,50,95,0.31,0.25,0.44,30,0.31,12853,3,2,6
66,12,20,45,70,0.4,0.34,0.26,70,0.26,152162,7,4,3
51,30,40,65,100,0.37,0.32,0.31,100,0.31,20064,1,8,7
120,25,15,50,75,0.21,0.36,0.43,15,0.21,18590,9,6,1
78,3,0,30,60,0.41,0.37,0.22,60,0.22,13041,1,1,9
8,18,25,60,100,0.43,0.35,0.22,100,0.22,35048,1,3,9
57,40,0,40,95,0.27,0.38,0.35,0,0.27,15940,9,2,1
17,47,55,70,85,0.28,0.51,0.21,70,0.51,13331,5,9,7
108,41,0,40,95,0.27,0.4,0.33,40,0.4,14283,1,9,1
64,13,30,50,95,0.31,0.25,0.44,30,0.31,15943,7,5,1
25,17,25,60,100,0.42,0.38,0.2,60,0.38,14595,1,6,9
98,27,15,50,75,0.25,0.38,0.37,75,0.37,19518,2,8,9
19,10,20,45,70,0.43,0.39,0.18,20,0.43,38385,1,9,1
80,8,15,70,80,0.49,0.27,0.24,70,0.27,14904,3,9,7
75,3,0,30,60,0.41,0.37,0.22,60,0.22,20128,2,5,8
10,10,20,45,70,0.43,0.39,0.18,20,0.43,31205,3,8,6
9,43,10,50,75,0.55,0.28,0.17,10,0.55,9863,9,2,2
60,41,0,40,95,0.27,0.4,0.33,40,0.4,14578,2,5,5
109,9,15,70,80,0.45,0.29,0.26,80,0.26,30348,2,7,4
61,37,20,50,90,0.28,0.19,0.53,20,0.28,12429,9,1,1
65,28,40,65,100,0.36,0.4,0.24,40,0.36,13415,7,7,3
107,41,0,40,95,0.27,0.4,0.33,40,0.4,20387,1,8,3
40,14,30,50,95,0.33,0.29,0.38,50,0.29,19593,2,4,9
37,35,30,50,90,0.41,0.24,0.35,50,0.24,18905,7,7,3
3,12,20,45,70,0.4,0.34,0.26,70,0.26,18257,4,8,5
6,31,45,60,90,0.54,0.3,0.16,45,0.54,23823,9,5,1
82,12,20,45,70,0.4,0.34,0.26,70,0.26,21773,8,8,5
36,29,40,65,100,0.38,0.34,0.28,65,0.34,45960,7,8,9
85,6,10,35,75,0.5,0.32,0.18,75,0.18,16249,1,3,8
59,44,10,50,75,0.58,0.24,0.18,50,0.24,24718,1,9,6
1,38,20,50,90,0.3,0.18,0.52,50,0.18,9585,1,9,1
16,37,20,50,90,0.28,0.19,0.53,20,0.28,15521,8,5,1
112,9,15,70,80,0.45,0.29,0.26,80,0.26,24574,1,8,2
29,24,20,60,90,0.33,0.2,0.47,90,0.47,19405,3,8,5
115,19,25,45,80,0.31,0.32,0.37,25,0.31,12320,9,4,1
38,7,15,70,80,0.47,0.28,0.25,15,0.47,10460,9,2,1
39,41,0,40,95,0.27,0.4,0.33,40,0.4,22061,1,6,8
13,12,20,45,70,0.4,0.34,0.26,70,0.26,24486,1,7,8
33,21,25,45,80,0.3,0.3,0.4,80,0.4,19684,5,7,1
24,30,40,65,100,0.37,0.32,0.31,100,0.31,18607,6,8,7
48,50,50,75,90,0.32,0.5,0.18,75,0.5,51447,8,6,2
71,31,45,60,90,0.54,0.3,0.16,45,0.54,24142,8,4,2
28,39,20,50,90,0.32,0.18,0.5,90,0.5,22766,2,5,7
99,38,20,50,90,0.3,0.18,0.52,50,0.18,20907,1,9,5
44,33,45,60,90,0.5,0.3,0.2,90,0.2,51633,5,4,2
104,42,0,40,95,0.26,0.42,0.32,95,0.32,16233,1,5,8
34,42,0,40,95,0.26,0.42,0.32,95,0.32,28243,1,7,7
41,23,20,60,90,0.34,0.22,0.44,60,0.22,14947,4,8,1
72,37,20,50,90,0.28,0.19,0.53,20,0.28,13860,9,4,1
87,13,30,50,95,0.31,0.25,0.44,30,0.31,15617,8,7,1
43,6,10,35,75,0.5,0.32,0.18,75,0.18,10359,1,2,9
93,30,40,65,100,0.37,0.32,0.31,100,0.31,22878,3,4,8
53,31,45,60,90,0.54,0.3,0.16,45,0.54,9687,6,3,1
47,35,30,50,90,0.41,0.24,0.35,50,0.24,22792,2,9,1
106,13,30,50,95,0.31,0.25,0.44,30,0.31,31859,8,4,1
67,16,25,60,100,0.45,0.37,0.18,25,0.45,25433,8,4,1
122,4,10,35,75,0.5,0.31,0.19,10,0.5,15926,8,2,1
81,20,25,45,80,0.26,0.32,0.42,45,0.32,12593,7,6,4
22,35,30,50,90,0.41,0.24,0.35,50,0.24,31562,4,8,3
69,41,0,40,95,0.27,0.4,0.33,40,0.4,8368,1,1,9
56,20,25,45,80,0.26,0.32,0.42,45,0.32,38926,1,9,3
35,45,10,50,75,0.6,0.24,0.16,75,0.16,42915,1,8,6
50,35,30,50,90,0.41,0.24,0.35,50,0.24,23534,2,5,8
114,32,45,60,90,0.52,0.29,0.19,60,0.29,21088,8,4,1
2,30,40,65,100,0.37,0.32,0.31,100,0.31,25947,1,9,6
27,33,45,60,90,0.5,0.3,0.2,90,0.2,10275,1,6,9
76,26,15,50,75,0.24,0.4,0.36,50,0.4,189808,9,2,3
23,13,30,50,95,0.31,0.25,0.44,30,0.31,11389,9,7,1
96,12,20,45,70,0.4,0.34,0.26,70,0.26,41613,2,7,5
52,21,25,45,80,0.3,0.3,0.4,80,0.4,14223,1,5,9
95,29,40,65,100,0.38,0.34,0.28,65,0.34,17278,3,8,5
49,6,10,35,75,0.5,0.32,0.18,75,0.18,75009,1,1,9
15,18,25,60,100,0.43,0.35,0.22,100,0.22,12965,5,8,7
20,12,20,45,70,0.4,0.34,0.26,70,0.26,29474,8,8,6
88,17,25,60,100,0.42,0.38,0.2,60,0.38,505895,3,6,8
55,42,0,40,95,0.26,0.42,0.32,95,0.32,59075,1,7,9
58,19,25,45,80,0.31,0.32,0.37,25,0.31,71355,3,8,2
90,19,25,45,80,0.31,0.32,0.37,25,0.31,33127,7,7,1
105,1,0,30,60,0.38,0.36,0.26,0,0.38,21787,8,6,1
7,45,10,50,75,0.6,0.24,0.16,75,0.16,12383,1,5,9
46,6,10,35,75,0.5,0.32,0.18,75,0.18,18835,1,3,7
89,44,10,50,75,0.58,0.24,0.18,50,0.24,17971,1,6,9
63,50,50,75,90,0.32,0.5,0.18,75,0.5,26344,2,9,2
14,19,25,45,80,0.31,0.32,0.37,25,0.31,9828,2,6,1
4,15,30,50,95,0.3,0.3,0.4,95,0.4,13999,1,1,9
92,40,0,40,95,0.27,0.38,0.35,0,0.27,43564,8,3,3
84,35,30,50,90,0.41,0.24,0.35,50,0.24,14598,3,8,1
91,39,20,50,90,0.32,0.18,0.5,90,0.5,38434,1,4,8
119,15,30,50,95,0.3,0.3,0.4,95,0.4,9967,3,4,7
21,9,15,70,80,0.45,0.29,0.26,80,0.26,13915,1,6,9
116,46,55,70,85,0.26,0.53,0.21,55,0.26,139548,8,6,2
101,25,15,50,75,0.21,0.36,0.43,15,0.21,33314,9,3,1
100,30,40,65,100,0.37,0.32,0.31,100,0.31,13530,1,1,9
68,6,10,35,75,0.5,0.32,0.18,75,0.18,15594,1,1,9
73,33,45,60,90,0.5,0.3,0.2,90,0.2,21614,1,9,5
12,27,15,50,75,0.25,0.38,0.37,75,0.37,27249,1,6,8
77,43,10,50,75,0.55,0.28,0.17,10,0.55,14848,9,2,1
97,19,25,45,80,0.31,0.32,0.37,25,0.31,36643,7,7,1
74,21,25,45,80,0.3,0.3,0.4,80,0.4,31709,7,7,1
111,17,25,60,100,0.42,0.38,0.2,60,0.38,21174,1,9,1
102,1,0,30,60,0.38,0.36,0.26,0,0.38,17308,9,4,1
5,35,30,50,90,0.41,0.24,0.35,50,0.24,20271,3,6,3
113,15,30,50,95,0.3,0.3,0.4,95,0.4,36307,2,6,8
94,2,0,30,60,0.42,0.31,0.27,30,0.31,15806,2,8,1
42,47,55,70,85,0.28,0.51,0.21,70,0.51,25877,8,8,1
62,49,50,75,90,0.3,0.52,0.18,50,0.3,25542,5,9,3
18,21,25,45,80,0.3,0.3,0.4,80,0.4,25546,2,6,9
117,18,25,60,100,0.43,0.35,0.22,100,0.22,20559,1,3,9
79,14,30,50,95,0.33,0.29,0.38,50,0.29,21424,2,8,1
83,2,0,30,60,0.42,0.31,0.27,30,0.31,33521,1,9,1
30,23,20,60,90,0.34,0.22,0.44,60,0.22,13645,3,8,8
32,11,20,45,70,0.41,0.35,0.24,45,0.35,19817,3,3,6
31,37,20,50,90,0.28,0.19,0.53,20,0.28,13320,9,4,1
121,24,20,60,90,0.33,0.2,0.47,90,0.47,17752,3,4,9
70,39,20,50,90,0.32,0.18,0.5,90,0.5,38399,2,7,9
103,1,0,30,60,0.38,0.36,0.26,0,0.38,16882,7,6,1
110,39,20,50,90,0.32,0.18,0.5,90,0.5,16530,1,5,9
11,22,20,60,90,0.32,0.16,0.52,20,0.32,23234,7,2,1
45,39,20,50,90,0.32,0.18,0.5,90,0.5,19444,1,3,9
54,20,25,45,80,0.26,0.32,0.42,45,0.32,25729,3,6,5
86,36,30,50,90,0.39,0.25,0.36,90,0.36,21414,7,3,7
26,2,0,30,60,0.42,0.31,0.27,30,0.31,7177,1,8,9
118,25,15,50,75,0.21,0.36,0.43,15,0.21,16462,2,4,6
66,45,10,50,75,0.6,0.24,0.16,75,0.16,19279,6,5,3
51,6,10,35,75,0.5,0.32,0.18,75,0.18,17710,1,1,9
120,34,30,50,90,0.43,0.23,0.34,30,0.43,16701,9,3,1
78,10,20,45,70,0.43,0.39,0.18,20,0.43,17001,9,3,1
8,33,45,60,90,0.5,0.3,0.2,90,0.2,9543,1,3,9
57,20,25,45,80,0.26,0.32,0.42,45,0.32,18453,8,6,1
17,25,15,50,75,0.21,0.36,0.43,15,0.21,14439,9,4,4
108,21,25,45,80,0.3,0.3,0.4,80,0.4,27257,1,6,8
64,36,30,50,90,0.39,0.25,0.36,90,0.36,10755,3,4,8
25,48,55,70,85,0.25,0.52,0.23,85,0.23,12516,2,7,9
98,29,40,65,100,0.38,0.34,0.28,65,0.34,16922,2,8,4
19,40,0,40,95,0.27,0.38,0.35,0,0.27,58297,1,8,1
80,15,30,50,95,0.3,0.3,0.4,95,0.4,18743,1,6,9
75,36,30,50,90,0.39,0.25,0.36,90,0.36,20513,3,6,7
10,41,0,40,95,0.27,0.4,0.33,40,0.4,23424,1,8,7
9,45,10,50,75,0.6,0.24,0.16,75,0.16,17897,2,7,5
60,23,20,60,90,0.34,0.22,0.44,60,0.22,19403,2,6,7
109,32,45,60,90,0.52,0.29,0.19,60,0.29,24112,2,4,7
61,48,55,70,85,0.25,0.52,0.23,85,0.23,20122,1,3,9
65,50,50,75,90,0.32,0.5,0.18,75,0.5,11224,6,7,8
107,24,20,60,90,0.33,0.2,0.47,90,0.47,20879,2,3,8
40,37,20,50,90,0.28,0.19,0.53,20,0.28,17560,9,4,1
37,16,25,60,100,0.45,0.37,0.18,25,0.45,17893,8,6,1
3,36,30,50,90,0.39,0.25,0.36,90,0.36,14392,8,6,3
6,4,10,35,75,0.5,0.31,0.19,10,0.5,24484,9,6,1
82,19,25,45,80,0.31,0.32,0.37,25,0.31,15683,8,7,1
36,27,15,50,75,0.25,0.38,0.37,75,0.37,34077,7,9,3
85,3,0,30,60,0.41,0.37,0.22,60,0.22,15285,1,3,8
59,1,0,30,60,0.38,0.36,0.26,0,0.38,29833,8,2,1
1,2,0,30,60,0.42,0.31,0.27,30,0.31,10370,1,9,1
16,34,30,50,90,0.43,0.23,0.34,30,0.43,21475,4,6,1
112,17,25,60,100,0.42,0.38,0.2,60,0.38,15908,1,9,1
29,42,0,40,95,0.26,0.42,0.32,95,0.32,12727,1,6,9
115,32,45,60,90,0.52,0.29,0.19,60,0.29,10740,3,9,3
38,39,20,50,90,0.32,0.18,0.5,90,0.5,18582,3,7,8
39,36,30,50,90,0.39,0.25,0.36,90,0.36,16513,1,6,9
13,37,20,50,90,0.28,0.19,0.53,20,0.28,10192,9,1,1
33,29,40,65,100,0.38,0.34,0.28,65,0.34,15013,6,5,1
24,20,25,45,80,0.26,0.32,0.42,45,0.32,19063,8,2,2
48,1,0,30,60,0.38,0.36,0.26,0,0.38,73115,7,7,1
71,7,15,70,80,0.47,0.28,0.25,15,0.47,22167,8,5,3
28,14,30,50,95,0.33,0.29,0.38,50,0.29,33550,4,6,3
99,16,25,60,100,0.45,0.37,0.18,25,0.45,57749,9,1,1
44,14,30,50,95,0.33,0.29,0.38,50,0.29,64847,3,3,3
104,13,30,50,95,0.31,0.25,0.44,30,0.31,15363,7,5,2
34,22,20,60,90,0.32,0.16,0.52,20,0.32,31271,9,4,1
41,31,45,60,90,0.54,0.3,0.16,45,0.54,12888,5,2,1
72,7,15,70,80,0.47,0.28,0.25,15,0.47,8696,9,1,1
87,34,30,50,90,0.43,0.23,0.34,30,0.43,21796,8,5,1
43,19,25,45,80,0.31,0.32,0.37,25,0.31,15510,9,3,1
93,39,20,50,90,0.32,0.18,0.5,90,0.5,21168,3,5,8
53,19,25,45,80,0.31,0.32,0.37,25,0.31,7487,4,5,9
47,19,25,45,80,0.31,0.32,0.37,25,0.31,33902,7,6,1
106,36,30,50,90,0.39,0.25,0.36,90,0.36,31070,3,7,2
67,21,25,45,80,0.3,0.3,0.4,80,0.4,26480,2,7,5
122,1,0,30,60,0.38,0.36,0.26,0,0.38,10509,8,2,1
81,50,50,75,90,0.32,0.5,0.18,75,0.5,20293,6,7,8
22,44,10,50,75,0.58,0.24,0.18,50,0.24,25624,2,8,6
69,17,25,60,100,0.42,0.38,0.2,60,0.38,12771,4,5,6
56,13,30,50,95,0.31,0.25,0.44,30,0.31,20716,9,3,1
35,5,10,35,75,0.515,0.3,0.185,35,0.3,32526,1,9,1
50,24,20,60,90,0.33,0.2,0.47,90,0.47,26621,2,6,8
114,19,25,45,80,0.31,0.32,0.37,25,0.31,12451,7,4,1
2,35,30,50,90,0.41,0.24,0.35,50,0.24,22583,1,5,9
27,40,0,40,95,0.27,0.38,0.35,0,0.27,15420,9,5,1
76,40,0,40,95,0.27,0.38,0.35,0,0.27,16014,9,3,3
23,49,50,75,90,0.3,0.52,0.18,50,0.3,7519,7,8,1
96,18,25,60,100,0.43,0.35,0.22,100,0.22,36763,3,6,8
52,4,10,35,75,0.5,0.31,0.19,10,0.5,15788,9,6,2
95,36,30,50,90,0.39,0.25,0.36,90,0.36,13876,1,5,9
49,42,0,40,95,0.26,0.42,0.32,95,0.32,29869,1,9,2
15,1,0,30,60,0.38,0.36,0.26,0,0.38,19453,9,3,3
20,30,40,65,100,0.37,0.32,0.31,100,0.31,13398,1,2,9
88,19,25,45,80,0.31,0.32,0.37,25,0.31,12246,4,6,2
55,46,55,70,85,0.26,0.53,0.21,55,0.26,23871,9,4,1
58,7,15,70,80,0.47,0.28,0.25,15,0.47,47189,8,2,1
90,42,0,40,95,0.26,0.42,0.32,95,0.32,13283,1,5,8
105,2,0,30,60,0.42,0.31,0.27,30,0.31,31889,2,8,5
7,28,40,65,100,0.36,0.4,0.24,40,0.36,13546,9,3,1
46,38,20,50,90,0.3,0.18,0.52,50,0.18,14963,7,8,1
89,21,25,45,80,0.3,0.3,0.4,80,0.4,21659,1,9,6
63,2,0,30,60,0.42,0.31,0.27,30,0.31,20874,1,9,5
14,40,0,40,95,0.27,0.38,0.35,0,0.27,10034,9,1,1
4,25,15,50,75,0.21,0.36,0.43,15,0.21,23131,9,3,1
92,38,20,50,90,0.3,0.18,0.52,50,0.18,17684,4,4,6
84,39,20,50,90,0.32,0.18,0.5,90,0.5,13727,3,8,6
91,50,50,75,90,0.32,0.5,0.18,75,0.5,238251,2,5,7
119,22,20,60,90,0.32,0.16,0.52,20,0.32,10159,2,7,3
21,36,30,50,90,0.39,0.25,0.36,90,0.36,13221,1,5,9
116,41,0,40,95,0.27,0.4,0.33,40,0.4,42167,2,7,4
101,8,15,70,80,0.49,0.27,0.24,70,0.27,59906,2,8,6
100,20,25,45,80,0.26,0.32,0.42,45,0.32,23094,8,5,1
68,16,25,60,100,0.45,0.37,0.18,25,0.45,18805,9,4,1
73,17,25,60,100,0.42,0.38,0.2,60,0.38,19796,1,9,1
12,4,10,35,75,0.5,0.31,0.19,10,0.5,22579,9,2,1
77,21,25,45,80,0.3,0.3,0.4,80,0.4,15724,1,2,8
97,30,40,65,100,0.37,0.32,0.31,100,0.31,30270,5,8,1
74,47,55,70,85,0.28,0.51,0.21,70,0.51,27344,5,7,1
111,43,10,50,75,0.55,0.28,0.17,10,0.55,13857,9,1,1
102,12,20,45,70,0.4,0.34,0.26,70,0.26,25016,3,9,1
5,14,30,50,95,0.33,0.29,0.38,50,0.29,22711,3,8,7
113,11,20,45,70,0.41,0.35,0.24,45,0.35,28324,5,8,3
94,29,40,65,100,0.38,0.34,0.28,65,0.34,19896,8,3,1
42,13,30,50,95,0.31,0.25,0.44,30,0.31,20567,8,6,1
62,28,40,65,100,0.36,0.4,0.24,40,0.36,22632,5,3,4
18,4,10,35,75,0.5,0.31,0.19,10,0.5,23661,9,6,1
117,34,30,50,90,0.43,0.23,0.34,30,0.43,43721,6,9,1
79,37,20,50,90,0.28,0.19,0.53,20,0.28,25024,5,5,1
83,27,15,50,75,0.25,0.38,0.37,75,0.37,43664,1,9,1
30,43,10,50,75,0.55,0.28,0.17,10,0.55,11336,8,4,2
32,44,10,50,75,0.58,0.24,0.18,50,0.24,15319,2,2,7
31,20,25,45,80,0.26,0.32,0.42,45,0.32,11440,3,8,3
121,12,20,45,70,0.4,0.34,0.26,70,0.26,18023,9,1,1
70,14,30,50,95,0.33,0.29,0.38,50,0.29,21873,7,7,5
103,39,20,50,90,0.32,0.18,0.5,90,0.5,15164,1,9,3
110,43,10,50,75,0.55,0.28,0.17,10,0.55,24877,9,5,1
11,14,30,50,95,0.33,0.29,0.38,50,0.29,11813,8,3,1
45,23,20,60,90,0.34,0.22,0.44,60,0.22,21149,9,3,1
54,10,20,45,70,0.43,0.39,0.18,20,0.43,19779,2,7,2
86,37,20,50,90,0.28,0.19,0.53,20,0.28,28053,1,9,6
26,24,20,60,90,0.33,0.2,0.47,90,0.47,7174,3,5,9
118,28,40,65,100,0.36,0.4,0.24,40,0.36,11840,3,6,3
66,43,10,50,75,0.55,0.28,0.17,10,0.55,523703,7,2,1
51,7,15,70,80,0.47,0.28,0.25,15,0.47,34286,5,4,3
120,3,0,30,60,0.41,0.37,0.22,60,0.22,18776,1,7,9
78,24,20,60,90,0.33,0.2,0.47,90,0.47,26585,1,6,9
8,5,10,35,75,0.515,0.3,0.185,35,0.3,9278,1,5,1
57,42,0,40,95,0.26,0.42,0.32,95,0.32,14851,1,2,9
17,30,40,65,100,0.37,0.32,0.31,100,0.31,11911,1,6,9
108,33,45,60,90,0.5,0.3,0.2,90,0.2,18160,1,7,9
64,26,15,50,75,0.24,0.4,0.36,50,0.4,14263,7,3,1
25,5,10,35,75,0.515,0.3,0.185,35,0.3,20436,1,8,6
98,10,20,45,70,0.43,0.39,0.18,20,0.43,19537,5,6,1
19,4,10,35,75,0.5,0.31,0.19,10,0.5,22888,9,6,1
80,19,25,45,80,0.31,0.32,0.37,25,0.31,20041,6,8,1
75,31,45,60,90,0.54,0.3,0.16,45,0.54,26172,8,6,1
10,3,0,30,60,0.41,0.37,0.22,60,0.22,28401,1,1,9
9,47,55,70,85,0.28,0.51,0.21,70,0.51,14810,6,6,4
60,48,55,70,85,0.25,0.52,0.23,85,0.23,40413,6,6,3
109,26,15,50,75,0.24,0.4,0.36,50,0.4,24252,3,7,4
61,47,55,70,85,0.28,0.51,0.21,70,0.51,30932,1,4,9
65,48,55,70,85,0.25,0.52,0.23,85,0.23,11069,5,6,2
107,39,20,50,90,0.32,0.18,0.5,90,0.5,32449,3,5,7
40,31,45,60,90,0.54,0.3,0.16,45,0.54,14523,9,4,1
37,32,45,60,90,0.52,0.29,0.19,60,0.29,31832,3,7,8
3,45,10,50,75,0.6,0.24,0.16,75,0.16,10702,5,6,8
6,39,20,50,90,0.32,0.18,0.5,90,0.5,34154,2,5,9
82,38,20,50,90,0.3,0.18,0.52,50,0.18,14876,9,3,1
36,5,10,35,75,0.515,0.3,0.185,35,0.3,26721,7,9,2
85,50,50,75,90,0.32,0.5,0.18,75,0.5,19341,8,5,1
59,38,20,50,90,0.3,0.18,0.52,50,0.18,27518,9,6,1
1,16,25,60,100,0.45,0.37,0.18,25,0.45,10037,1,9,1
16,16,25,60,100,0.45,0.37,0.18,25,0.45,21694,7,4,1
112,22,20,60,90,0.32,0.16,0.52,20,0.32,26675,1,9,1
29,20,25,45,80,0.26,0.32,0.42,45,0.32,15080,2,8,6
115,33,45,60,90,0.5,0.3,0.2,90,0.2,8621,1,4,9
38,19,25,45,80,0.31,0.32,0.37,25,0.31,13071,8,5,2
39,24,20,60,90,0.33,0.2,0.47,90,0.47,18570,2,5,9
13,11,20,45,70,0.41,0.35,0.24,45,0.35,15963,2,6,5
33,35,30,50,90,0.41,0.24,0.35,50,0.24,11590,6,4,1
24,24,20,60,90,0.33,0.2,0.47,90,0.47,12545,2,6,8
48,24,20,60,90,0.33,0.2,0.47,90,0.47,27704,4,6,8
71,16,25,60,100,0.45,0.37,0.18,25,0.45,19345,8,4,2
28,6,10,35,75,0.5,0.32,0.18,75,0.18,23814,1,5,8
99,4,10,35,75,0.5,0.31,0.19,10,0.5,14280,9,2,1
44,43,10,50,75,0.55,0.28,0.17,10,0.55,50856,6,3,2
104,1,0,30,60,0.38,0.36,0.26,0,0.38,13304,8,4,1
34,16,25,60,100,0.45,0.37,0.18,25,0.45,27022,9,5,2
41,17,25,60,100,0.42,0.38,0.2,60,0.38,9370,1,6,9
72,23,20,60,90,0.34,0.22,0.44,60,0.22,16793,9,4,1
